texto_review,sentimento
"Comprei o orbital e mandaram um bem mas inferior, de preço bem abaixo do que foi pago, axtro utilidades parceiro americana",Negativo
"Tudo chegou em perfeitas condições, funciona muito bem. O mouse tem o tamanho padrão. O teclado é menor que o que eu tinha antes, mas rapidamente me acostumei. Economiza espaço e sem os fios aparentes o ambiente parece mais organizado.   Rapidez na entrega e também cuidado.   Recomendo o produto.",Positivo
"O produto NÃO  cumpre o que promete, apenas causa enorme sonolência! Não recomendo o produto.",Negativo
"Se trata de uma interface de altíssima qualidade, bom desempenho ótima receptividade sonora.",Positivo
fiz a compra do produto como faço pra escolher a cor do produto,Neutro
"eu ainda não recebi o meu produto, talvez, só talvez por isso eu não possa opinar.",Negativo
A internet tem que ser boa para não ficar travando. O produto é ótimo. atende as expectativas.,Neutro
"Muito bom o produto,e entrega dentro do prazo, recomendo este produto é fornecedor.",Positivo
O produto é bom e recomendo. É muito útil para a finalidade proposta.,Neutro
"Produto bom, bonito e de ótima qualidade. Chegou bem antes do prazo.",Neutro
"Não esquenta direito, puxa muito o cabelo é horrível",Negativo
Boneca simples mais barata. Não tenho muito a dizer sobre o produto.,Neutro
"Na descrição anterior aparecia com três gavetas, agora só mostram com uma. Além da demora na entrega, produto veio com defeitos, partes quebradas e amassadas.",Negativo
Demoraram para responder e não tinha o produto que compre...,Negativo
"Gostaria de avaliar ,mas não posso pois ainda não recebi.",Negativo
"Smartfone muito Bom, recomendo as americanas entregou rápido",Positivo
É ótimo negócio pra quem sabe recarregar cartuchos... Usem tintas boas pq senão entope o cabeçote! Ah ela só imprime frente e verso se comprar a peça que encaixa atrás dela.,Positivo
"As penas tem um cheiro insuportável, é confortável, porém não compensa. Em menos de 1 mês de uso precisei comprar novos travesseiros.",Negativo
"meu filho gostou muito do livro, recomendo  o livro e as lojas americanas",Positivo
"O teclado parece bom de fato, porém uma das teclas (parenteses) ja veio apresentando defeito. Acredito apenas que não tive sorte, mas o produto parece bom apesar de que so de pensar em  trocar já me dar uma tremenda dor de cabeça! :(",Neutro
"Comprei um quando comecei a lavar as roupas,ele começou a feder a queimado e parava so ligava depois de 5 minutos desligado então pedi pra trocar trocaram e veio pior ainda então devolvi o produto agora o atendimento da dufrio e otimo pelo menos do cetor de garantia nota 10 ele agora o produto um lixo não sei por que ainda não tiraram dos site obg",Negativo
como um produto pesa quase nada que custa 28 reais e o frete custa 32 reais.explique se.,Negativo
"Super silencioso, de alta qualidade e a entrega foi super rápida, chegou bem antes do previsto.",Positivo
"Pelas fotos achei que fosse maior. Ele é bem pequeno, mas a qualidade é boa. Recomendo.",Neutro
Amei de mais é  um smartphone excelente fácil manuseio qualidade acima da média,Positivo
"Coloquei o Militec-1 na minha moto há pouco tempo. Não posso reclamar de nada, mas também não percebi melhora nenhuma. Não dá para saber assim com pouco tempo sobre a eficiência do produto.",Neutro
"Odiei a maleta pra começar.  primeiro veio com a alça solta, eu que tenho que parafusar a alça, segunda a parte de colocar os esmaltes é solta tbm, como os esmaltes cai ficar de pé se qualquer movimento com a maleta a placa que segura os esmaltes sai? Quando fui comprar disseram que entraria em contato comigo pra eu escolher a cor da maleta e isso não aconteceu, veio um coisa horrível de madeira, eu vou ter que pintar essa porcaria? Peço que entre em contato comigo, quero a troca do produto.",Negativo
"mtu frágil , mas pelo preço cumpre o que promete. Chegou mtu bem embalado e antes do prazo previsto. No geral, gostei na compra.",Negativo
"O produto atende somente se a pessoa tiver cabelo longo, no meu caso que é  médio não deu certo.",Positivo
O produto tem ótimo acabamento e serve para muitas televisões.,Positivo
"Decepcionante. O manual informa que os números que ela fornece são de ""referência"" apenas. Traduzindo: veja, mas não confie e não use para nada, pois os números oscilam a cada momento que você faz nova tentativa. É um tremendo faz de conta. Use esse dinheiro para comprar uma balança melhor que entregue apenas o peso (já estará bom). Um dos botões veio com a tinta meio apagada e a parte de cima tem uma mancha na pintura. Se eu fosse comprar numa loja, jamais teria comprado. Me sinto lesada. Promete e não entrega. A qualidade é ruim. Sabe coisa feita na China? É isso que parece. Melhor avaliar melhor antes de comprar. E, talvez, realmente seja melhor comprar numa loja, neste caso, onde você pode manipular o produto e avaliar melhor as condições, o material e o acabamento.",Negativo
Show...............................Legallllllllllllllllllllllllllllllllllllllllll,Neutro
"Otimos filmes,a americanas dessa vez arrasou na entrega!!está de parabéns!!",Positivo
"ele faz ruído e não grava,já mandei 2 emails e não recebi nenhuma explicação,agora seguirei a denunciar e buscar meu reembolso",Negativo
entrega lixo . ja pedi tem mais de um mes e nada. entra em contato nao resolve,Negativo
"Comprei o produto POTE c/ 12 bolas de frescobol - SPEEDO.  As bolas NÃO SÃO da marca SPEEDO, não tem nenhuma marca nelas a não ser a do Inmetro e elas não vieram em um pote, vieram em um saco plástico.",Negativo
Um produto excelente e chegou antes do esperado! Gostei demais,Positivo
"comprei não faz um mês e já estou tendo problema com o aparelho, travando muito nem baixei aplicativos para que isso aconteça se todos aparelhos veem com esse defeito não recomendo a ninguém.",Negativo
Produto veio com isopor todo quebrado. Copo enferrujado. Parte do motor sem um pé. E o pior: Sem nota fiscal. Solicitei devolução. Péssimo atendimento pela loja. Não recomendo.,Negativo
Quais são as medidas da cômoda?  Quem compra um móvel sem medida ?,Negativo
"Produtos bons para os cabelos, bom custo benefício.",Positivo
"Boa performance, boa capacidade, bom custo-benefício.",Neutro
"Só podem estar achando o consumidor com cara de otário,como pode o frete ser muito mais caro do que o produto? Lamentável essa falta de respeito com o.consumidor.. decepção com as americanas!",Negativo
Veio mau embalado. Nem saco plástico tinha.não gostei .desrespeito com o cliente.,Negativo
Esse tipo de TV pode ser colocada na parede e é smart ?,Neutro
"Muito boa mesmo , prático e rápido pra limpa ,eu recomendo esse produto!",Positivo
Gostei produto foi entregue antes do prazo estimado em otimo estado porem tivevemos alguns desentimentos na hora da entrega me passaram o contato da loja que fazia entrega errado e nao consegui entrar em contato pra saber do meu produto....,Negativo
"É útil para quem quer fazer pouca coisa, um quebra-galho para as horas de necessidades.",Neutro
"Para mim que não uso muito a internet, esse produto é otimo",Neutro
"Já comecei a usar o mouse logitech e estou muito satisfeito, eu sempre uso os produtos da logitech e sempre recomendo pra outra pessoas, eles são muitos bons!",Neutro
"Muito bom produto ,sem falar no perfume que ele tem. recomendo a todas as meninas........",Positivo
"gostei do produto. bem feito, tamanho ideal para o meu interesse.",Positivo
"Produto novo  e com defeito,o mesmo fica em  inicialização várias vezes ao dia E a momento que o mesmo inicia a cada 10 segundos fica impossível de assistir Esse produto não é bom , não gostei, é péssimo Verifiquei no site de reclamações e a várias pessoas reclamando desse produto da Philco tv 42polegadas",Negativo
"Bacana os detalhes do produto, só a tampa q não trava corretamente; mais no geral, produto bom.",Neutro
Guarda Roupas com bom espaço interno e muito bonito. Após alguns dias de uso posso afirmar que a qualidade é muito boa.,Positivo
"Produto atende as expectativas, chegou muito rápido e funciona perfeitamente!",Neutro
Tem que medir bem antes de instalar da muito trabalho pois não vem com um molde para medir onde furar!,Neutro
Chegou bem antes do prazo e recomendo a todos. Xxxxxxxxxx Xxxxxxxxx Xxxxxx,Positivo
"Apos um tempo de uso percebi que é um ótimo computador. bem leve, entradas e saídas essenciais, a qualidade da tela impressiona também. No inicio trava muito devido as atualizações do sistema. O ponto ruim é que nao tem teclado retroiluminado e o acabamento dele da um aspecto de barato. Mas valeu pelo custo-beneficio. Um dos melhores do mercado e ainda vem com placa de video dedicada.",Positivo
"Gostei do produto, mas não como a de reconstrução!",Neutro
"GOSTEI, Apesar de o coletor ser muito pequeno tendo que ser lavado todo dia, ele é pratico... gostei",Neutro
"Se considerarmos o custo/benefício apenas atende bem. Se quiser algo mais silencioso e eficiente, vc vai ter que comprar uma máquina um pouco mais cara!",Neutro
Infelizmente não recebi o note e não tenho como avaliar.,Neutro
Muito bom o produto e o prazo de entrega bem antes do prometido. Gostei.,Neutro
"Funcionou somente uma vez, tive que usar a assistência técnica.",Positivo
"Só precisou de uma antena interna, o que facilitou a instalação",Positivo
"IMAGEM RUIM PARA UMA TV 4k, IMPOSSÍVEL AJUSTAR UMA COR COM QUALIDADE.",Negativo
Aparelho não liga. Nenhuma luz de indicação acende.,Negativo
"O produto n chegou em minha residência já vai fazer 30 dias pós compra. Então n pode ser avaliado. No site das americanas já fiz várias reclamações e n surtiu efeito. No último contato de vcs a atendendo informou q estava procurando o produto junto com a transportadora ou seja esta perdido?? varios prazos foram pedido por vcs e n foi cumprido. Eu vou esperar até o dia 20/05 caso n chegar entrarei com uma ação por n entrega e por n devolver o valor pago. Essa foi a mimha primeira compra c vcs Não recomendo pra ninguém pela demora na entrega, pela resposta demorada nas reclamações, por n cumprir com o prazo, por n ter contato c a transportadora. Por prometer um prazo enganoso no anúncio entre vários outros. Não vou nem agradecer  no fim dessa mensagem para vcs entenderem o nível de insatisfação q estou. Há faltou eu informar q fui na filial no cabo de Santo Agostinho Onde o produto esta mas foi negado a entrega mesmo estando esse tempo todo atrasado.",Negativo
"Gostei!!!, porém  a cor é bem diferente da foto, comprei a cor ""concreto"", ela é muito escura.",Neutro
"Achei ele muito bom para coisas simples como YouTube , mas para jogos como durango",Neutro
Pedi exatamente como este da foto. É veio um arredondado e maior um trambolho. Só não devolvo pq o valor não compensa.,Negativo
"Gostei do produto porque as peças são grandes e fácil de montar, indico para crianças em fase de desenvolvimento.",Neutro
Excelente Custo-benefício! Excelente Custo-benefício,Positivo
Produto original tudo de bom eu recomendo a todos a comprar,Positivo
"O armário é  extremamente estreito,muito pequeno,veio partes desiguais enfim  não gostei.",Negativo
"Chegou antes do previsto, e apesar de ser 110v é  econômico, minha conta aumento 40w",Positivo
bonita e confortável chegou mais rapido que o esperado,Neutro
"Primeira vez que compro no site o entrega foi super rápida,a entrega deixou a desejar o entregador super mal educado,a previsão de entrega bera longa simplesmente bele ligou dizendo que não tinha ninguém bem casa e que ia embora. Disse a ele pode ir não ia adivinha que vc ia entregar hoje já que o prazo e extenso,nem vc ia adivinhar que eu não estaria em casa se ele me ligou pra falar desaforo pq não ligou pra dizer q estava a caminho.A loja tem que rever as pessoas que fazem a entrega dos produtos e capacitar is funcionários,pois são abusados.",Neutro
